	fname	Emotion_pos_mean	Emotion_neg_mean	Emotion_pos_series	Emotion_neg_series	fname	Char_pos_mean	Char_neg_mean	Char_pos_series	Char_neg_series	fname	Body_pos_mean	Body_neg_mean	Body_pos_series	Body_neg_series	fname	Attraction_mean	Attraction_series	fname	ME_series	ME_long	fname	HE_series	fname	CO_series
k00300002205	k00300002205§emotions_dataset.tsv	0.02090747330960854	0.017348754448398576	[0.0, 0.2, 0.0, 0.4, 0.6, 0.0, 0.2, 0.2, 0.2, 0.8, 0.0, 0.75, 0.75, 1.0, 2.5, 2.0, 0.0, 0.25, 0.0, 1.25]	[0.0, 0.2, 0.0, 0.0, 0.2, 0.4, 0.4, 0.0, 0.6, 0.2, 0.25, 0.25, 2.0, 2.5, 0.5, 1.5, 0.0, 0.0, 0.0, 0.25]	k00300002205§character_dataset.tsv	0.010676156583629894	0.008896797153024912	[0.6, 0.0, 0.8, 0.8, 0.0, 1.0, 0.2, 0.4, 0.0, 0.2, 0.0, 0.0, 0.25, 0.25, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.4, 0.2, 0.0, 0.2, 0.0, 0.0, 0.2, 0.2, 0.0, 0.2, 0.25, 0.5, 0.75, 0.25, 0.25, 0.0, 0.0, 1.0, 0.0, 0.25]	k00300002205§body_dataset.tsv	0.019572953736654804	0.003113879003558719	[0.8, 0.6, 1.0, 1.0, 0.4, 0.8, 1.0, 0.6, 0.2, 0.6, 0.0, 0.25, 0.5, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.75]	[0.2, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0]	k00300002205§attraction_dataset.tsv	0.015569395017793594	[0.0, 0.4, 0.2, 1.4, 0.0, 1.0, 0.2, 0.6, 0.4, 0.2, 0.25, 0.5, 0.75, 0.0, 0.75, 0.25, 0.0, 0.25, 0.0, 0.5]	k00300002205§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	4	k00300002205§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	k00300002205§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
k00300000855	k00300000855§emotions_dataset.tsv	0.02581261950286807	0.029318036966220522	[3.25, 0.6666666666666666, 0.6666666666666666, 2.6666666666666665, 0.3333333333333333, 0.3333333333333333, 1.6666666666666667, 0.0, 0.0, 2.0, 0.0, 1.6666666666666667, 0.0, 0.3333333333333333, 1.3333333333333333, 0.0, 6.0, 1.0, 2.3333333333333335, 1.6666666666666667]	[5.0, 2.0, 2.0, 4.0, 0.0, 0.6666666666666666, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 1.3333333333333333, 0.3333333333333333, 4.666666666666667, 0.3333333333333333, 1.6666666666666667, 3.0, 1.0, 1.0]	k00300000855§character_dataset.tsv	0.012109623964308477	0.020076481835564052	[1.5, 0.3333333333333333, 1.0, 1.6666666666666667, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 4.666666666666667, 0.0, 1.3333333333333333, 0.0]	[3.75, 0.3333333333333333, 2.3333333333333335, 2.6666666666666665, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 1.3333333333333333, 0.0, 1.0, 0.6666666666666666, 1.6666666666666667, 2.6666666666666665, 0.0, 1.0, 0.6666666666666666, 1.0, 0.0]	k00300000855§body_dataset.tsv	0.06532823454429573	0.008604206500956023	[9.75, 2.6666666666666665, 5.333333333333333, 9.333333333333334, 0.0, 0.3333333333333333, 4.0, 0.0, 0.3333333333333333, 4.666666666666667, 0.0, 0.3333333333333333, 0.0, 2.0, 5.666666666666667, 0.0, 16.333333333333332, 1.0, 2.6666666666666665, 0.6666666666666666]	[1.0, 1.6666666666666667, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 1.6666666666666667, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]	k00300000855§attraction_dataset.tsv	0.1064372211599745	[9.75, 2.0, 6.666666666666667, 17.0, 0.6666666666666666, 1.0, 7.0, 0.0, 0.3333333333333333, 9.333333333333334, 0.3333333333333333, 2.3333333333333335, 3.0, 2.6666666666666665, 7.333333333333333, 0.0, 31.666666666666668, 1.6666666666666667, 4.0, 1.3333333333333333]	k00300000855§ME.tsv	[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0]	1	k00300000855§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	k00300000855§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
k00300002220	k00300002220§emotions_dataset.tsv	0.03216911764705882	0.03630514705882353	[0.16666666666666666, 1.0, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.16666666666666666, 0.5, 0.8333333333333334, 0.0, 0.0, 1.8, 1.6, 2.0, 0.6, 1.8, 1.2, 0.0, 0.2]	[1.0, 0.16666666666666666, 0.0, 0.6666666666666666, 1.3333333333333333, 0.0, 0.16666666666666666, 0.16666666666666666, 0.0, 0.8333333333333334, 0.3333333333333333, 0.0, 1.0, 0.6, 2.0, 0.4, 4.0, 2.0, 0.2, 0.0]	k00300002220§character_dataset.tsv	0.024816176470588234	0.007352941176470588	[0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0, 0.0, 0.3333333333333333, 0.16666666666666666, 0.5, 0.8333333333333334, 0.2, 1.8, 1.6, 0.6, 0.2, 1.2, 1.4, 0.2, 0.0]	[0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.4, 0.4, 0.2, 0.0, 0.2, 0.6, 0.0, 0.0]	k00300002220§body_dataset.tsv	0.046875	0.003216911764705882	[1.1666666666666667, 0.6666666666666666, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 1.1666666666666667, 0.8333333333333334, 1.1666666666666667, 0.5, 0.2, 4.0, 3.6, 1.2, 0.2, 2.0, 1.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.6, 0.2, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0]	k00300002220§attraction_dataset.tsv	0.05330882352941176	[0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5, 0.16666666666666666, 0.0, 0.3333333333333333, 0.5, 0.16666666666666666, 1.0, 0.6666666666666666, 0.2, 4.4, 6.2, 3.0, 0.4, 2.4, 1.2, 0.0, 0.4]	k00300002220§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]	7	k00300002220§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	k00300002220§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
k00300002637	k00300002637§emotions_dataset.tsv	0.03246392896781354	0.021642619311875694	[1.1666666666666667, 0.3333333333333333, 0.3333333333333333, 0.6, 1.2, 0.8, 0.8, 1.0, 0.4, 1.6, 1.8, 0.8, 1.6, 1.0, 0.4, 1.2, 0.8, 1.6, 2.2, 3.4]	[0.3333333333333333, 1.0, 0.6666666666666666, 1.0, 0.8, 0.6, 0.0, 0.6, 1.2, 0.8, 0.8, 0.8, 0.8, 1.2, 0.8, 0.8, 0.6, 1.8, 0.4, 0.2]	k00300002637§character_dataset.tsv	0.009711431742508323	0.018035516093229745	[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.2, 1.0, 0.2, 0.2, 0.0, 0.6, 0.0, 0.2, 0.2, 0.4, 0.2, 0.4, 0.4, 0.4, 0.4, 0.4, 1.0]	[0.8333333333333334, 0.0, 1.3333333333333333, 1.2, 1.8, 0.4, 0.2, 0.4, 2.4, 1.2, 0.2, 0.2, 0.4, 0.4, 0.2, 0.2, 0.6, 0.4, 0.0, 0.2]	k00300002637§body_dataset.tsv	0.033851276359600446	0.004439511653718091	[1.3333333333333333, 0.8333333333333334, 1.1666666666666667, 3.0, 2.8, 0.2, 0.2, 0.2, 2.8, 0.0, 2.2, 0.8, 3.4, 0.2, 0.4, 0.0, 0.4, 0.2, 1.4, 2.2]	[0.3333333333333333, 0.16666666666666666, 0.0, 0.0, 0.2, 0.4, 0.4, 0.0, 0.2, 0.2, 0.0, 0.2, 0.4, 0.2, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0]	k00300002637§attraction_dataset.tsv	0.08240843507214206	[1.6666666666666667, 0.5, 1.6666666666666667, 4.6, 7.6, 1.4, 1.4, 1.2, 4.6, 2.2, 7.8, 1.6, 9.0, 1.0, 1.0, 1.0, 0.6, 1.2, 3.0, 5.6]	k00300002637§ME.tsv	[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0]	2	k00300002637§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	k00300002637§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
k00300000066	k00300000066§emotions_dataset.tsv	0.02438241899262111	0.017645171639396856	[0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 2.6666666666666665, 0.0, 1.6666666666666667, 1.0, 3.0, 0.3333333333333333, 0.0, 0.3333333333333333, 5.333333333333333, 0.3333333333333333, 1.5, 1.0, 0.0, 0.0, 10.0, 2.0]	[1.3333333333333333, 0.0, 0.0, 0.6666666666666666, 2.3333333333333335, 0.0, 1.3333333333333333, 2.0, 5.666666666666667, 0.0, 0.0, 1.0, 0.3333333333333333, 0.6666666666666666, 2.5, 0.5, 0.0, 0.0, 1.5, 0.0]	k00300000066§character_dataset.tsv	0.012832852101379532	0.02213666987487969	[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 2.0, 0.3333333333333333, 0.6666666666666666, 1.3333333333333333, 0.0, 1.0, 2.6666666666666665, 1.0, 1.0, 0.5, 0.0, 0.0, 1.0, 0.5]	[0.6666666666666666, 0.0, 0.3333333333333333, 1.0, 3.0, 1.6666666666666667, 1.3333333333333333, 0.3333333333333333, 5.0, 0.6666666666666666, 0.0, 1.6666666666666667, 0.0, 0.0, 10.0, 0.0, 0.5, 0.0, 0.5, 0.0]	k00300000066§body_dataset.tsv	0.05389797882579403	0.009624639076034648	[0.3333333333333333, 0.0, 1.6666666666666667, 4.0, 9.333333333333334, 8.333333333333334, 3.6666666666666665, 2.3333333333333335, 7.0, 0.6666666666666666, 0.0, 2.0, 13.0, 1.0, 1.5, 1.0, 0.0, 0.0, 1.5, 0.0]	[0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 1.6666666666666667, 0.0, 2.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 5.5, 0.5, 0.0, 0.0, 0.0, 0.5]	k00300000066§attraction_dataset.tsv	0.10073788899582932	[0.3333333333333333, 0.3333333333333333, 1.6666666666666667, 4.0, 10.333333333333334, 9.333333333333334, 5.333333333333333, 2.3333333333333335, 20.0, 1.0, 0.0, 6.333333333333333, 30.333333333333332, 3.6666666666666665, 2.5, 2.0, 1.5, 0.0, 8.0, 0.5]	k00300000066§ME.tsv	[0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]	4	k00300000066§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	k00300000066§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
k00300002081	k00300002081§emotions_dataset.tsv	0.01926040061633282	0.0211864406779661	[0.3333333333333333, 0.0, 1.0, 0.8, 0.6, 0.0, 0.2, 0.6, 0.0, 0.6, 0.8, 1.4, 0.8, 0.0, 0.2, 1.0, 0.4, 0.0, 0.4, 0.6]	[0.3333333333333333, 0.16666666666666666, 1.3333333333333333, 1.2, 0.4, 0.4, 0.2, 0.2, 1.0, 0.2, 0.0, 0.0, 0.4, 0.0, 1.2, 1.2, 1.4, 0.0, 0.2, 0.8]	k00300002081§character_dataset.tsv	0.00423728813559322	0.005778120184899846	[0.5, 0.0, 0.0, 0.4, 0.2, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2]	[0.5, 0.0, 0.3333333333333333, 0.6, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2, 0.2, 0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 0.0]	k00300002081§body_dataset.tsv	0.020030816640986132	0.00539291217257319	[1.1666666666666667, 0.16666666666666666, 0.3333333333333333, 1.8, 1.2, 0.0, 0.0, 0.4, 0.2, 0.0, 0.2, 0.8, 0.8, 0.0, 0.0, 1.0, 0.2, 0.2, 0.4, 1.2]	[0.6666666666666666, 0.0, 0.0, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2, 0.4]	k00300002081§attraction_dataset.tsv	0.025423728813559324	[1.3333333333333333, 0.0, 1.0, 1.4, 0.6, 0.0, 0.0, 0.0, 0.4, 0.0, 0.8, 1.0, 0.6, 0.0, 0.0, 1.6, 0.6, 0.6, 0.6, 2.2]	k00300002081§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]	9	k00300002081§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	k00300002081§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
k00300000854	k00300000854§emotions_dataset.tsv	0.022208700943109217	0.01186492242166109	[1.0, 1.0, 0.0, 0.25, 0.0, 1.0, 0.6666666666666666, 0.0, 2.0, 0.3333333333333333, 0.6666666666666666, 7.333333333333333, 0.6666666666666666, 0.0, 0.6666666666666666, 3.6666666666666665, 0.0, 1.6666666666666667, 1.0, 1.6666666666666667]	[0.75, 0.5, 0.0, 0.5, 0.25, 1.3333333333333333, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.6666666666666666, 0.0, 2.3333333333333335, 0.0, 1.6666666666666667, 0.6666666666666666, 0.6666666666666666]	k00300000854§character_dataset.tsv	0.0069972619409796166	0.0036507453605111044	[0.25, 0.5, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 2.3333333333333335, 0.6666666666666666, 0.3333333333333333, 0.0, 1.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0]	[0.0, 1.0, 0.0, 0.5, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	k00300000854§body_dataset.tsv	0.04228780042592029	0.002433830240340736	[5.0, 2.75, 2.0, 0.25, 0.25, 4.333333333333333, 0.0, 0.0, 5.0, 1.0, 3.3333333333333335, 6.333333333333333, 3.6666666666666665, 2.3333333333333335, 0.0, 4.333333333333333, 1.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333]	[0.0, 0.0, 0.25, 0.5, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0]	k00300000854§attraction_dataset.tsv	0.06358381502890173	[4.25, 7.0, 1.25, 0.5, 0.25, 4.666666666666667, 0.6666666666666666, 0.0, 3.0, 1.6666666666666667, 5.0, 12.333333333333334, 4.333333333333333, 4.0, 0.3333333333333333, 9.0, 2.6666666666666665, 1.0, 2.3333333333333335, 1.0]	k00300000854§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0]	2	k00300000854§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	k00300000854§CO.tsv	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
k00300002294	k00300002294§emotions_dataset.tsv	0.015593762495002	0.020791683326669332	[0.0, 0.75, 0.5, 0.5, 0.25, 0.75, 0.75, 0.3333333333333333, 0.0, 2.0, 0.0, 1.6666666666666667, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 3.3333333333333335]	[1.25, 0.0, 1.5, 0.75, 0.5, 0.5, 0.25, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 1.3333333333333333, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 1.0, 0.6666666666666666, 3.3333333333333335, 1.0]	k00300002294§character_dataset.tsv	0.008796481407437025	0.003998400639744102	[0.25, 0.0, 0.25, 0.25, 0.25, 0.0, 1.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 2.0]	[0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 0.3333333333333333]	k00300002294§body_dataset.tsv	0.01719312275089964	0.0	[0.75, 0.25, 0.25, 0.5, 0.25, 0.25, 1.25, 2.3333333333333335, 0.0, 2.0, 1.0, 1.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 2.3333333333333335]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	k00300002294§attraction_dataset.tsv	0.028388644542183126	[0.25, 0.25, 0.5, 0.0, 0.75, 0.0, 2.0, 1.3333333333333333, 0.0, 1.0, 3.3333333333333335, 4.333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 1.3333333333333333, 5.0]	k00300002294§ME.tsv	[0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1]	2	k00300002294§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	k00300002294§CO.tsv	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
k00300002102	k00300002102§emotions_dataset.tsv	0.0106539309331374	0.022409992652461425	[0.25, 0.5, 0.5, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 2.0, 0.6666666666666666, 1.0, 2.3333333333333335, 0.6666666666666666, 0.0]	[0.0, 1.75, 1.75, 0.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 2.3333333333333335, 0.3333333333333333, 0.0, 3.0, 0.3333333333333333, 0.6666666666666666, 2.0, 3.3333333333333335, 1.6666666666666667, 0.0]	k00300002102§character_dataset.tsv	0.00440852314474651	0.00440852314474651	[0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0]	[0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0]	k00300002102§body_dataset.tsv	0.010286554004408524	0.008449669360764144	[0.25, 0.75, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 1.6666666666666667, 1.3333333333333333, 2.0, 0.6666666666666666, 0.0]	[0.25, 0.25, 0.5, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 1.3333333333333333, 0.6666666666666666, 1.3333333333333333, 0.0]	k00300002102§attraction_dataset.tsv	0.0213078618662748	[0.0, 1.0, 0.5, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 1.0, 2.6666666666666665, 2.3333333333333335, 4.0, 3.3333333333333335, 0.6666666666666666]	k00300002102§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	5	k00300002102§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	k00300002102§CO.tsv	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
k00300000093	k00300000093§emotions_dataset.tsv	0.023433242506811988	0.017166212534059946	[2.3333333333333335, 1.6666666666666667, 0.3333333333333333, 2.0, 2.0, 0.0, 2.0, 1.6666666666666667, 2.3333333333333335, 0.6666666666666666, 0.5, 1.0, 2.0, 2.0, 1.0, 4.0, 1.0, 0.5, 0.5, 8.0]	[2.0, 1.3333333333333333, 1.0, 5.0, 1.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.3333333333333333, 0.6666666666666666, 0.0, 1.0, 2.5, 1.5, 0.0, 2.0, 0.5, 2.5, 0.5, 0.0]	k00300000093§character_dataset.tsv	0.008174386920980926	0.011444141689373298	[0.6666666666666666, 1.0, 0.0, 1.3333333333333333, 0.0, 0.0, 1.0, 0.0, 0.0, 0.6666666666666666, 0.0, 1.0, 0.5, 1.0, 1.5, 2.0, 0.5, 0.0, 0.0, 1.5]	[0.6666666666666666, 1.3333333333333333, 2.0, 1.0, 0.6666666666666666, 0.0, 1.6666666666666667, 1.6666666666666667, 1.3333333333333333, 1.0, 0.0, 1.0, 1.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0]	k00300000093§body_dataset.tsv	0.020980926430517712	0.0038147138964577656	[1.0, 1.3333333333333333, 2.0, 3.3333333333333335, 1.0, 0.0, 2.3333333333333335, 1.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.0, 2.0, 2.5, 1.5, 4.5, 5.0, 0.0, 0.0, 0.0, 2.5]	[0.3333333333333333, 0.3333333333333333, 0.0, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5]	k00300000093§attraction_dataset.tsv	0.06485013623978202	[2.3333333333333335, 4.333333333333333, 2.0, 9.0, 3.3333333333333335, 0.0, 4.333333333333333, 3.6666666666666665, 6.333333333333333, 5.666666666666667, 0.5, 7.5, 2.5, 1.5, 13.5, 19.0, 1.5, 0.5, 0.0, 11.0]	k00300000093§ME.tsv	[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0]	3	k00300000093§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	k00300000093§CO.tsv	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
